label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
5	1325 m^2	0.8521	San Bernardino	N/A	557 kg	0.1674	1283	635	1243	0.9866	0.7878	football	89	1384
4	498 m^2	0.7421	Chula Vista	tennis	188 kg	0.9148	990	508	1630	0.5856	0.6089	motor sports	1152	719
6	1012 m^2	1.1451	Bakersfield	football	1279 kg	0.8068	335	997	890	0.5485	0.4927	boxing	811	806
5	785 m^2	1.2897	San Bernardino	motor sports	1159 kg	0.1077	904	746	707	0.838	0.7906	football	143	1294
5	1200 m^2	0.4607	San Bernardino	motor sports	765 kg	-0.0746	1244	1206	1148	1.2293	1.4628	football	46	1124
0	860 m^2	0.9591	Fresno	baseball	1037 kg	1.2706	1186	1084	1311	1.0783	0.9798	tennis	1155	-31
3	610 m^2	1.0615	sANTA aNA	badminton	1117 kg	0.8903	1068	878	729	0.9246	1.1627	volleyball	770	518
5	1125 m^2	1.0072	San Bernardino	boxing	954 kg	-0.0671	1187	959	761	1.2552	0.8477	football	137	1091
1	1265 m^2	0.5664	Sacramento	golf	997 kg	0.9164	854	231	1340	1.3138	-0.0311	ice hockey	1245	620
3	1467 m^2	0.7561	Santa Ana	badminton	1263 kg	0.7845	758	1161	701	1.3309	0.9208	VOLLEYBALL	718	589
2	900 m^2	0.7223	Santa Clarita	basketball	938 kg	0.4411	1192	1018	102	0.5897	0.911	Boxing	1418	839
7	751 m^2	-0.0751	Moreno Valley	soccer	783 kg	0.8672	1184	757	872	0.8013	0.712	track & field, soccer	276	819
6	1095 m^2	1.1076	Bakersfield	boxing	848 kg	1.3368	319	734	764	0.9463	0.7143	boxing	889	950
1	931 m^2	n/a	Sacramento	golf	1015 kg	0.9977	1051	379	1207	0.9619	-0.0423	ice hockey	1055	794
7	963 m^2	0.0731	Oakland	soccer	1046 kg	0.8459	1290	1318	1230	1.3469	0.875	SOCCER	154	903
4	623 m^2	0.769	Long Beach	tennis	616 kg	1.1429	731	358	372	0.4433	0.4578	motor sports	587	1343
2	1093 m^2	0.6689	Anaheim	basketball	913 kg	0.3255	1041	1088	600	0.8406	0.9102	golf, running	787	1000
4	255 m^2	1.0725	San Jose	tennis	245 kg	1.0428	886	442	1348	0.2269	0.4689	motor sports	794	1381
6	956 m^2	1.2144	Bakersfield	volleyball	1039 kg	1.1542	349	477	1215	1.2219	0.6732	boxing	1373	821
3	927 m^2	0.635	Santa Ana	badminton	1059 kg	1.0532	1284	686	711	1.3346	1.043	volleyball	985	968
5	867 m^2	1.0876	San Bernardino	boxing	1293 kg	0.2219	714	1262	1628	1.0366	0.8849	football	578	1109
2	1334 m^2	0.8892	San Diego	basketball	1108 kg	0.4615	1019	1201	630	1.0119	1.0054	basketball, golf	1255	1037
6	1092 m^2	0.8123	Irvine	volleyball	1105 kg	1.2015	562	1114	1490	0.5837	0.3063	boxing	924	949
1	839 m^2	0.396	Fremont	ice hockey	678 kg	0.9776	972	146	942	1.1653	-0.1218	motor sports	801	415
5	1286 m^2	1.0054	San Bernardino	Motor Sports	1153 kg	-0.2647	991	912	1200	1.1733	0.8724	football	280	907
5	829 m^2	1.2447	San Bernardino	baseball	953 kg	0.2245	1310	952	1085	0.7876	0.9968	football	233	1075
3	1428 m^2	0.9127	Santa Ana	badminton	1086 kg	1.0301	980	N/A	1090	1.1854	0.7308	volleyball	391	792
2	1448 m^2	0.5823	Los Angeles	basketball	1170 kg	0.5613	1236	1221	481	0.4937	1.051	running, basketball	583	920
4	658 m^2	0.8352	Santa Ana	running	560 kg	0.6552	1151	553	827	0.5331	0.8349	motor sports	464	891
0	755 m^2	1.1296	Fresno	baseball	898 kg	1.1089	1179	1131	1191	0.9861	0.8982	tennis	1097	310
1	964 m^2	0.7036	Fremont	golf	916 kg	1.0583	951	220	1248	0.9914	-0.0174	ice hockey	1555	163
5	1046 m^2	0.8892	SAN BERNARDINO	boxing	1018 kg	0.0744	966	748	991	1.2508	1.0586	football	269	816
7	699 m^2	-0.1435	Oakland	soccer	1119 kg	0.7833	945	1070	989	1.1973	0.818	motor sports	-170	936
7	911 m^2	0.5029	San Francisco	soccer	935 kg	0.5185	1184	788	1210	0.7825	0.9507	track & field	40	1187
4	662 m^2	0.9787	Chula Vista	tennis	432 kg	0.9146	818	672	1003	0.4259	0.9234	motor sports	802	1046
5	1203 m^2	0.8447	San Bernardino	motor sports	1133 kg	0.5369	968	1045	1161	0.6596	0.8934	football	138	910
1	NULL	0.6098	Fremont	golf	949 kg	0.8365	946	442	1455	0.6093	-0.0282	tennis	918	888
5	989 m^2	0.71	SAN BERNARDINO	motor sports	648 kg	-0.0419	1052	957	1183	1.4788	0.6704	football	116	895
0	1205 m^2	1.0062	Riverside	BASEBALL	1555 kg	1.3432	1373	1297	811	0.9954	0.9509	tennis	1183	-27
6	727 m^2	1.3081	Bakersfield	football	1113 kg	0.8389	662	1242	760	0.7955	0.3835	boxing	1621	974
5	1302 m^2	0.5879	San Bernardino	motor sports	1029 kg	0.0811	957	709	897	0.731	1.28	football	-10	1117
5	1015 m^2	0.7499	San Bernardino	boxing	867 kg	0.3822	1162	935	1046	0.5484	0.9914	football	134	1076
6	1203 m^2	0.9	Irvine	track & field	840 kg	1.2245	512	1042	847	1.0665	0.2044	boxing	699	630
5	1117 m^2	1.0236	San Bernardino	motor sports	795 kg	0.2554	1124	1466	933	0.7383	1.303	football	380	986
1	889 m^2	0.8103	Sacramento	golf	1047 kg	1.2705	993	-43	1334	1.0623	0.4532	ice hockey	1437	297
3	764 m^2	1.2776	Santa Ana	badminton	729 kg	0.8072	1183	1132	1190	0.653	0.7912	volleyball	1345	968
0	1270 m^2	0.7896	Fresno	track & field	1071 kg	0.9499	1158	809	922	0.6781	0.8178	Tennis	619	244
5	762 m^2	1.16	San Bernardino	motor sports	541 kg	0.0692	n/a	1206	1105	0.8869	1.0283	running, golf	178	886
7	1184 m^2	0.0838	Moreno Valley	soccer	864 kg	0.4274	948	844	437	0.526	0.9632	track & field	-262	661
4	587 m^2	1.4089	modesto	running	767 kg	1.0481	1016	481	899	0.565	0.5329	badminton	322	919
2	950 m^2	0.885	Stockton	basketball	1104 kg	0.307	1156	1139	251	1.1622	0.9466	running, basketball	1313	1159
5	1085 m^2	0.9488	San Bernardino	boxing	1098 kg	0.0693	967	848	720	0.6314	n/a	football	352	1350
6	861 m^2	0.9195	bakersfield	football	1073 kg	1.091	595	695	1540	0.8774	0.4268	boxing	661	844
1	990 m^2	0.5567	Sacramento	golf	1036 kg	0.976	1253	149	724	1.0489	0.0677	ice hockey	1155	638
5	628 m^2	0.7245	San Bernardino	boxing	592 kg	0.4961	943	817	984	1.1998	NULL	football	92	1352
7	900 m^2	-0.0792	San Francisco	soccer	995 kg	0.7714	1134	1028	1088	0.8503	0.6114	baseball, track & field	452	980
2	1411 m^2	0.8014	Santa Clarita	volleyball	785 kg	0.3263	845	941	728	0.9319	0.7561	running	1318	1236
7	899 m^2	-0.1409	Oakland	soccer	1269 kg	0.6522	1206	972	1261	0.8192	0.633	soccer, track & field	-160	984
2	583 m^2	1.1303	Stockton	basketball	1024 kg	0.3161	1054	736	320	1.2333	0.6653	basketball	820	1013
0	860 m^2	1.1159	Riverside	track & field	914 kg	0.8383	1048	858	1171	1.407	0.8388	tennis	913	N/A
1	1325 m^2	0.5273	Fresno	golf	883 kg	1.0992	987	93		0.983	-0.1471	ice hockey	1183	671
7	910 m^2	-0.0769	San Francisco	soccer	1072 kg	0.5768	1265	759	1187	1.0813	0.8166	baseball	?	1046
6	463 m^2	0.8942	Bakersfield	football	783 kg	1.0225	238	1271	890	1.265	0.4759	boxing	1111	737
6	1086 m^2	1.2746	Bakersfield	football	1051 kg	0.9675	293	841	1051	1.2756	0.4562	boxing	547	1151
7	953 m^2	0.3067	Oakland	soccer	1000 kg	NULL	945	1147	1120	0.985	0.876	track & field	-256	877
0	870 m^2	0.6047	Riverside	track & field	871 kg	0.9171	847	858	930	0.3584	1.4392	tennis	1106	-143
5	899 m^2	0.7646	San Bernardino	motor sports	1117 kg	0.1678	962	1267	1654	1.1397	1.0928	football	96	988
4	211 m^2	1.0274	Chula Vista	running	186 kg	0.9474	944	417	1171	0.2829	0.8561	motor sports	512	740
5	792 m^2		San Bernardino	boxing	903 kg	0.4209	809	1150	890	0.8412	1.0468	FOOTBALL	240	1093
0	1287 m^2	0.9629	Riverside	baseball		0.9839	574	1067	1535	0.9457	0.6386	boxing	1272	-119
3	1331 m^2	1.1454	Santa Ana	badminton	924 kg	0.9767	1285	871	570	0.8893	1.0331	volleyball	788	539
2	743 m^2	1.1795	Anaheim	basketball	876 kg	0.8431	682	1036	657	1.3394	1.1202	running, golf	1253	941
3	1070 m^2	1.2701	Santa Ana	badminton	703 kg	0.6841	1070	None	1098	0.9309	0.8431	volleyball	982	737
5	783 m^2	1.258	San Bernardino	boxing	853 kg	0.1866	1037	697	826	1.1392	1.1965	football	322	1083
0	1255 m^2	0.9415	Fresno	baseball	1184 kg	0.9949	1039	781	576	0.5054	0.8687	tennis	695	413
2	963 m^2	1.1785	Los Angeles	BASKETBALL	1398 kg	0.3998	837	841	458	0.6866	0.9288	BASKETBALL, GOLF	982	811
7	698 m^2	0.038	San Francisco	soccer	1061 kg	0.527	901	946	559	1.1066	1.3991	soccer, track & field	-84	1007
3	1389 m^2	1.0617	Santa Ana	basketball	1254 kg	1.2431	1071	978	641	0.9015	1.0306	volleyball	1100	890
6	1191 m^2	1.3203	Bakersfield	volleyball	985 kg	1.0526	365	849	889	1.1516	0.6204	boxing	1082	1066
0	980 m^2	0.9452	Fresno	track & field	994 kg	1.3953	1250	1010	1209	1.1372	1.0437	ice hockey	964	71
1	750 m^2	0.3648	Fremont	ice hockey	1043 kg	0.7704	808	243	593	1.3063	-0.2196	ice hockey	1004	392
7	1378 m^2	-0.2833	Stockton	badminton	965 kg	0.5261	873	1109	820	1.2886	1.2209	track & field	-86	870
3	793 m^2	1.0153	Santa Ana	badminton	651 kg	1.2659	1026	588	172	1.1105	0.9187	GOLF	978	670
2	796 m^2	0.8037	Stockton	basketball	853 kg	0.1871	1048	n/a	110	1.16	1.1606	golf, basketball	1074	None
1	843 m^2	0.6517	Sacramento	boxing	None	1.1852	1056	293	1241	1.0146	-0.135	ice hockey	851	547
6	1141 m^2	0.8587	Irvine	football	959 kg	0.9164	317	1234	1073	0.7118	0.4386	boxing	1003	684
2	1048 m^2	0.7493	Anaheim	basketball	874 kg	0.492	956	794	234	n/a	0.994	tennis	892	1107
4	481 m^2	1.1349	Long Beach	running	636 kg	0.992	918	869	1275	0.284	0.717	badminton	859	868
3	720 m^2	0.913	Santa Ana	badminton	1220 kg	1.0895	1314	592	956	0.5979	1.1555	volleyball	947	617
3	985 m^2	0.8299	sANTA aNA	golf	584 kg	1.2209	1014	1194	749	0.6503	1.1167	volleyball	31	1128
0	1315 m^2	1.0271	Riverside	Baseball	1142 kg	1.1758	900	1131	859	0.8106	1.0129	tennis	789	-240
4	656 m^2	1.3313	Modesto	tennis	189 kg	1.085	1044	534	771	-0.099	0.5047	motor sports	772	719
4	435 m^2	0.9756	Long Beach	running	54 kg	1.0855	917	602	697	0.2519	0.6914	badminton	?	855
2	1002 m^2	0.7021	Stockton	basketball	755 kg	0.9642	1066	855	314	0.5344	0.9625	golf, basketball	946	976
6	1134 m^2	0.8274	Irvine	football	959 kg	1.1034	554	942	1079	0.6207	0.4895	boxing	735	1023
5	1358 m^2	1.1997	San Bernardino	ice hockey	815 kg	0.4488	1138	735	563	1.1114	1.1833	football	-32	1021
6	1042 m^2	1.0515	Bakersfield	volleyball	938 kg	0.85	507	865	698	1.0948	-0.0213	boxing	963	895
4	466 m^2	0.7722	Modesto	running	562 kg	1.0845	1102	993	972	0.4674	0.7047	badminton	13	1436
7	384 m^2	0.1548	Moreno Valley	ice hockey	1293 kg	0.6143	981	987	937	1.1935	0.9603	baseball, soccer	-79	1011
1	855 m^2	0.5214	Sacramento	golf	1113 kg	0.7867	955	228	1421	0.954	0.1169	ice hockey	1249	668
0	1122 m^2	0.6479	Riverside	track & field	682 kg	0.8084	1052	857	1344	0.7997	1.2653	tennis	1387	89
7	1157 m^2	-0.1767	Moreno Valley	soccer	540 kg	0.4362	1306	994	1301	1.1303	1.0126	baseball	-50	1158
0	1301 m^2	0.8897	Riverside	track & field	1113 kg	0.953	1217	906	1538	0.568	1.2747	tennis	1212	371
7	988 m^2	0.2076	Moreno Valley	soccer	804 kg	0.604	1206	1053	1139	0.8849	1.1425	track & field, soccer	-113	1000
7	592 m^2	0.1787	Moreno Valley	soccer	952 kg	0.6614	1010	825	1471	1.0493	1.0628	soccer, track & field	-239	824
3	1174 m^2	0.6132	Santa Ana	badminton	1103 kg	0.851	1073	1116	867	0.8729	0.7064	football	871	363
2	1610 m^2	0.7852	Santa Clarita	NULL	980 kg	0.5107	1194	827	611	1.1165	1.2322	Basketball	844	1262
6	964 m^2	0.9511	Irvine	volleyball	939 kg	1.0266	347	1314	1192	0.9837	0.4236	boxing	830	779
0	775 m^2	0.9604	Riverside	baseball	1325 kg	0.8455	885	1130	658	0.48	1.216	tennis	821	-98
2	1305 m^2	0.9241	Los Angeles	basketball	733 kg	0.0028	825	1256	537	1.5929	1.0779	golf	1198	767
1	444 m^2	0.5751	Sacramento	ice hockey	991 kg	1.2253	1047	329	597	0.9686	0.1184	ice hockey	963	-58
3	1246 m^2	0.6087	Santa Ana	badminton	1147 kg	0.8217	1064	1290	910	1.0224	0.8638	volleyball	902	1121
0	1054 m^2	1.0077	Fresno	baseball	978 kg	1.2346	1056	1015	896	0.8198	1.0353	tennis	971	-18
0	932 m^2	1.0993	Fresno	track & field	827 kg	1.0913	827	1012	389	0.6134	0.9107	tennis	1321	93
6	1030 m^2	1.0363	Irvine	football	1092 kg	1.0464	328	996	323	1.0332	0.2794	boxing	687	952
5	1059 m^2	1.1314	San Bernardino	BOXING	795 kg	0.1636	1081	1328	948	0.7626	0.8838	football	-94	1029
2	1180 m^2	0.8462	Los Angeles	basketball	977 kg	0.5446	993	1088	156	0.8253	0.9794	golf	463	1073
1	1109 m^2	0.6199	Sacramento	golf	1161 kg	0.6153	887	437	1527	0.876	0.311	ice hockey	907	402
4	497 m^2	1.079	Long Beach	tennis	589 kg	0.8635	1158	985	912	0.388	0.8375	badminton	637	877
5	1073 m^2	0.9308	San Bernardino	boxing	906 kg	0.0923	1438	923	1118	0.6522	1.1841	football	-89	1170
5	1204 m^2	0.6675	San Bernardino	motor sports	878 kg	-0.1901	826	None	958	1.6091	0.6449	tennis	449	1036
0	1071 m^2	1.0681	Riverside	track & field	855 kg	0.8878	1284	686	1247	0.8496	1.089	tennis	1039	-25
3	974 m^2	0.9582	Santa Ana	badminton	908 kg	1.0019	1014	791	1275	0.8469	1.5551	volleyball	766	823
0	1147 m^2	0.9842	Fresno	track & field	1032 kg	0.9689	1068	1142	1140	1.075	1.2886	tennis	1135	129
6	881 m^2	1.1831	Bakersfield	volleyball	908 kg	0.9799	240	1160	709	1.0359	0.2688	volleyball	680	909
2	1197 m^2	0.6332	Stockton	basketball	976 kg	0.0802	1156	923	190	0.4944	?	volleyball	572	989
1	727 m^2	0.2211	Sacramento	golf	1333 kg	0.8685	940	234	1415	0.6585	-0.0034	ice hockey	783	541
5	890 m^2	1.2281	Irvine	motor sports	603 kg	0.1357	1018	928	1084	1.0022	1.0123	football	807	1173
6	1074 m^2	0.5812	Bakersfield	soccer	1071 kg	0.7457	688	676	1404	1.1532	0.2592	boxing	1056	1213
4	86 m^2	1.158	Chula Vista	running	244 kg	0.9941	1051	1043	1086	0.5589	1.248	football	177	1077
4	901 m^2	0.8499	Modesto	tennis	495 kg	0.8939	1021	661	1116	0.2193	1.0882	badminton	439	744
4	592 m^2	1.2496	Long Beach	running	429 kg	1.1887	1049	885	823	0.485	0.6341	motor sports	983	973
5	1114 m^2	1.1545	San Bernardino	motor sports	1057 kg	0.3959	1182	1001	1364	1.1864	0.8198	football	310	715
1	958 m^2	0.5759	Fremont	ice hockey	941 kg	0.8051	903	269	621	0.6934	0.1431	ice hockey	1168	359
2	1022 m^2	1.2569	Santa Clarita	basketball	1193 kg	0.3712	1064	1160	317	0.687	1.0644	ice hockey	1097	1110
6	1032 m^2	1.1016	Irvine	basketball	1157 kg	0.9841	438	1225	760	0.8388	0.262	boxing	780	694
4	134 m^2	1.1677	Chula Vista	running	292 kg	0.7656	1360	936	995	0.3227	0.8798	ice hockey	359	803
4	343 m^2	0.8672	Modesto	tennis	683 kg	0.832	671	944	904	0.237	0.9311	motor sports	867	921
0	1359 m^2	0.5085	Riverside	track & field	1073 kg	1.1782	975	745	930	0.8164	0.9671	tennis	1042	574
2	1268 m^2	0.7565	Santa Clarita	basketball	981 kg	0.4246	1129	1331	215	0.7188	0.705	basketball, running	866	859
1	659 m^2	0.48	Sacramento	golf	956 kg	0.8712	1047	217	1327	0.4516	0.0391	ice hockey	1236	381
6	878 m^2	1.0478	Irvine	volleyball	903 kg	1.0881	670	967	1389	0.9409	0.1928	boxing	1319	1009
3	728 m^2	0.6504	Santa Ana	badminton	1008 kg	1.0159	1139	847	800	0.6523	1.2869	volleyball	1045	677
0	1459 m^2	0.8465	Fresno	baseball	1209 kg	0.81	1072	1068	1133	0.4589	1.0097	tennis	806	-87
2	924 m^2	0.6765	San Diego	basketball	1231 kg	0.5175	1299	1428	574	1.0593	0.9167	running	1297	856
0	1519 m^2	1.1191	Fresno	track & field	1106 kg	1.1023	1024	981	1058	1.0166	1.1432	tennis	1102	-91
7	1127 m^2	0.421	San Francisco	soccer	949 kg	0.5534	1199	1474	750	0.3053	0.9888	baseball, soccer	-119	1258
6	1078 m^2	0.7923	irvine	football	801 kg	1.1104	341	912	1094	0.6941	0.2043	boxing	645	946
0	1228 m^2	0.6781	Fresno	track & field	1090 kg	0.9892	1088	804		0.3875	0.7192	tennis	1353	-251
7	1421 m^2	0.2529	San Francisco	soccer	1103 kg	0.4979	1086	1356	686	0.7349	0.9497	baseball	NULL	938
0	1181 m^2	0.5175	Riverside	None	853 kg	1.2965	NULL	1221	1335	0.5414	0.8785	TENNIS	676	322
2	861 m^2	0.8977	Stockton	basketball	1356 kg	0.3759	1193	758	294	0.9528	1.2095	ICE HOCKEY	1197	943
0	941 m^2	1.2218	Fresno	track & field	1043 kg	1.1467	619	1101	1249	0.812	0.8817	tennis	966	-144
0	1278 m^2	1.3957	Fresno	track & field	988 kg	1.1556	1004	766	841	0.8879	0.9681	tennis	1010	143
3	1095 m^2	0.8061	Santa Ana	badminton	830 kg	1.1752	558	1492	841	0.854	0.9492	None	1024	831
4	249 m^2	1.0675	Long Beach	tennis	224 kg	1.147	1260	1003	1164	0.6121	0.8062	motor sports	545	1313
3	1490 m^2	1.0132	Santa Ana	badminton	603 kg	1.0291	1023	801	968	0.9229	1.1539	volleyball	924	763
6	858 m^2	0.8502	San Diego	volleyball	472 kg	1.2092	870	958	1053	1.1604	0.5803	boxing	930	888
1	1186 m^2	0.6196	Sacramento	golf	990 kg	0.4185	859	493	907	0.6772	0.0464	ice hockey	580	320
6	893 m^2	0.9971	Bakersfield	football	878 kg	1.0457	626	1052	1335	0.8619	0.3446	boxing	934	804
2	1111 m^2	0.7425	Stockton	basketball	934 kg	0.4819	921	1521	484	1.1958	0.9073	running	627	1308
2	1363 m^2	0.8939	San Jose	basketball	821 kg	0.1152	1010	977	696	1.4472	1.3872	golf, basketball	842	1113
5	855 m^2	1.1459	San Bernardino	boxing	826 kg	0.3037	1024	1078	1171	1.088	1.1374	football	12	1097
3	1183 m^2	0.7289	Santa Ana	badminton	1016 kg	1.2711	996	1042	872	0.9475	0.9812	volleyball	1047	1033
2	992 m^2	1.0687	San Jose	basketball	1016 kg	0.3527	840	1112	698	1.0698	0.7469	golf, basketball	778	835
0	1197 m^2	0.7217	Fresno	baseball	1063 kg	1.076	914	1153	1033	0.5087	1.3239	tennis	1334	218
1	960 m^2	0.5979	Fremont	golf	940 kg	1.0756	925	263	879	1.2459	0.0055	ice hockey	516	518
7	842 m^2	0.1084	San Francisco	soccer	806 kg	?	957	1434	1203	1.0326	0.989	soccer	-140	1089
4	298 m^2	1.2136	Long Beach	running	258 kg	0.9648	901	576	917	0.8044	0.9918	badminton	794	1109
4	441 m^2	0.5184	Long Beach	tennis	590 kg	0.9501	812	741	927	0.7431	0.9397	motor sports	940	813
0	882 m^2	1.1034	Riverside	track & field	682 kg	0.7876	1091	887	1106	1.1415	1.0548	tennis	875	206
7	764 m^2	0.1204	San Francisco	soccer	982 kg	0.8414	934	1069	1062	0.7814	0.8927	track & field	-262	989
6	1052 m^2	0.5913	Irvine	football	1180 kg	1.0964	526	1141	1095	0.5812	0.2895	boxing	1319	1139
5	1135 m^2	1.1959	San Bernardino	boxing	975 kg	0.5063	1029	1185	727	1.1816	0.9944	football	451	908
1	842 m^2	0.4529	Fremont	ice hockey	907 kg	1.0774	1055	297	1223	0.5857	-0.1561	ice hockey	806	142
7	791 m^2	0.3244	Moreno Valley	soccer	720 kg	0.4477	940	1211	1006	1.09	1.3638	baseball	196	1027
4	585 m^2	1.004	Long Beach	tennis	221 kg	n/a	820	1018	1277	0.4323	0.6686	badminton	n/a	620
4	380 m^2	0.7464	Modesto	running	538 kg	1.1407	954	1071	1079	0.0462	0.7355	badminton	832	989
0	969 m^2	0.8338	Riverside	track & field	1126 kg	0.8702	1040	1175	1282	0.8428	1.0104	tennis	727	180
2	812 m^2	1.0213	Los Angeles	basketball	1103 kg	0.3301	1337	934	551	0.5346	1.0745	golf	1034	897
7	977 m^2	0.0687	Oakland	soccer	1192 kg	0.6246	816	928	700	0.7488	1.0582	soccer, baseball	236	1203
7	1196 m^2	-0.2812	Oakland	soccer	1115 kg	0.7769	1294	863	789	0.9162	0.7575	baseball, soccer	84	970
6	1130 m^2	0.4781	Bakersfield	soccer	761 kg	0.8108	368	645	1355	0.7221	0.0889	boxing	556	973
2	923 m^2	0.8797	Bakersfield	basketball	783 kg	0.3874	1157	782	591	0.6352	0.6917	running	926	934
5	1328 m^2	0.859	San Bernardino	motor sports	758 kg	0.0936	1194	1036	1126	1.4392	0.9976	football	-76	798
7	876 m^2	0.3597	Oakland	soccer	1003 kg	1.0527	654	1170	1371	1.0821	1.015	track & field	146	871
3	1368 m^2	0.6734	Santa Ana	soccer	1085 kg	1.2499	1159	820	966	1.3676	0.9478	volleyball	455	998
6	433 m^2	1.2514	n/a	football	683 kg	0.9102	213	954	951	0.8779	0.5619	boxing	999	901
2	698 m^2	0.6969	San Diego	basketball	1002 kg	0.6409	1087	1161	222	1.2939	1.0737	running	1208	901
0	878 m^2	0.8302	Riverside	track & field	1006 kg	0.8994	1108	876	716	0.7829	0.8229	tennis	493	489
1	NULL	0.6287	Fremont	golf	1431 kg	0.499	816	525	1210	0.9099	0.1266	ice hockey	605	455
4	350 m^2	0.8578	Modesto	tennis	397 kg	1.1729	977	841	1311	0.6669	0.7969	badminton	290	551
1	1087 m^2	0.3722	Sacramento	?	952 kg	1.0142	1090	355	1281	1.141	0.3458	ice hockey	1118	104
2	1541 m^2	1.1942	San Jose	basketball	1560 kg	0.2654	1238	1125	494	0.9981	1.0537	golf	937	549
7	1081 m^2	-0.3639	Moreno Valley	soccer	692 kg	0.8317	1062	1120	834	0.6787	0.956	baseball	699	912
4	701 m^2	0.8128	Modesto	tennis	400 kg	0.6925	1173	887	1340	0.2486	?	badminton	219	803
6	1415 m^2	0.9707	Irvine	football	1223 kg	1.2578	202	1127	1026	0.6851	0.5973	boxing	988	927
3	1029 m^2	0.9813	sANTA aNA	badminton	1458 kg	1.1978	1522	925	836	1.4801	1.0111	volleyball	441	654
0	1086 m^2	1.1471	Riverside	track & field	N/A	1.123	1025	880	661	0.6987	1.1355	tennis	698	-220
0	968 m^2	0.9734	Fresno	basketball	1053 kg	1.2701	1052	1038	899	0.4706	0.9452	tennis	949	208
4	500 m^2	1.2358	Modesto	running	242 kg	1.2354	1049	727	1176	0.1344	0.8369	badminton	487	1258
7	1130 m^2	-0.0732	Moreno Valley	boxing	1046 kg	0.6255	1011	1092	1165	1.29	0.8299	track & field, soccer	191	698
7	1105 m^2	0.4539	San Francisco	soccer	1139 kg	0.2968	947	1088	1124	0.6641	1.0103	soccer, track & field	-101	956
4	636 m^2	0.8407	Chula Vista	running	826 kg	1.1519	973	873	1192	0.1535	0.9166	badminton	1048	1022
3	1231 m^2	1.1912	San Jose	badminton	835 kg	0.9516	663	928	828	1.5058	0.7357	volleyball	680	969
5	1005 m^2	0.9989	San Bernardino	motor sports	285 kg	0.1658	837	926	1409	1.2718	0.9198	football	77	923
5	932 m^2	1.0614	San Bernardino	boxing	1212 kg	0.041	1086	1030	1367	1.0192	1.205	football	1025	943
5	1055 m^2	1.0134	San Bernardino	motor sports	744 kg	0.0455	1132	1128	1181	1.4425	0.8644	football	195	1095
5	1078 m^2	1.3406	San Bernardino	motor sports	933 kg	0.3281	1028	1197	1135	1.2232	0.723	football	390	1449
7	1170 m^2	0.1669	San Francisco	SOCCER	707 kg	0.6743	829	1303	1273	0.9947	0.8558	track & field	202	1377
0	1263 m^2	0.7861	Fresno	TRACK & FIELD	1025 kg	1.2663	1115	1070	932	0.9832	1.1012	tennis	1048	240
4	427 m^2	1.0088	LONG BEACH	running	714 kg	0.9299	1191	921	1340	0.5455	0.9481	badminton	497	1103
5	1073 m^2	0.7066	San Bernardino	baseball	840 kg	0.1004	822	1162	846	1.3198	0.6635	football	427	860
2	883 m^2	0.5252	Santa Clarita	basketball	1022 kg	0.5947	913	1262	220	0.9208	0.8849	motor sports	1205	1065
3	1635 m^2	0.908	Santa Ana	badminton	1120 kg	0.9738	1360	1273	1130	1.1746	1.0548	badminton	1115	698
7	1336 m^2	0.3459	San Francisco	SOCCER	1301 kg	1.1092	918	954	929	0.8373	1.1066	BASEBALL, TRACK & FIELD	-165	874
1	1058 m^2	0.8509	fremont	golf	956 kg	0.6161	1223	0	1233	0.8621	0.0614	ice hockey	861	206
7	1081 m^2	0.6008	Oakland	soccer	593 kg	0.6133	1004	980	919	0.8973	0.7578	track & field, baseball	189	1051
3	1143 m^2	0.7668	Santa Ana	badminton	759 kg	0.8466	948	973	905	0.7314	0.9039	volleyball	1508	698
4	156 m^2	0.85	Long Beach	RUNNING	626 kg	0.9449	1141	997	1132	0.2563	0.4108	badminton	571	1105
7	1282 m^2	0.4901	Oakland	soccer	1106 kg	0.4651	1238	805	1306	1.1617	0.9609	track & field, soccer	-165	1155
5	1185 m^2	1.3861	San Bernardino	boxing	859 kg	0.2891	647	978	679	1.2627	0.8983	football	304	1081
3	1193 m^2	1.4375	Santa Ana	badminton	907 kg	1.29	744	1253	939	0.9762	0.769	volleyball	953	1488
5	809 m^2	0.6694	San Bernardino	motor sports	906 kg	-0.0285	1150	983	1212	1.3243	1.013	football	-177	785
3	1190 m^2	0.9853	Santa Ana	BADMINTON	950 kg	1.1825	None	n/a	912	0.8489	1.3243	volleyball	705	895
6	888 m^2	0.9609	Irvine	volleyball	887 kg	0.8133	742	1336	1195	1.3217	0.5649	boxing	818	873
6	1189 m^2	1.0993	Irvine	volleyball	745 kg	1.1334	464	878	1131	1.4782	0.1784	boxing	777	965
3	1201 m^2	0.8212	Santa Ana	badminton	929 kg	1.2045	1005	961	699	1.1663	0.9609	volleyball	897	425
0	1132 m^2	1.0691	Riverside	track & field	1079 kg	1.1271	1105	988	1220	1.0058	0.8878	tennis	1369	-69
4	316 m^2	0.9702	Chula Vista	running	436 kg	0.6695	1001	823	1202	0.5002	0.6024	badminton	428	1141
6	724 m^2	0.7816	Irvine	volleyball	1001 kg	0.8643	591	1079	904	0.965	0.5415	boxing	951	759
